MutationType	11576_D	11745	11764	11837	11840_D	11845_D	11883_D	11884	11957	11977	12150	12162_D	12163	12202	12210	12226	12255	12280	12290	12339	12386	12430	12466	12530	12531_D	12541_D	12560	12579	12605	12607	12628	12675	12707	12708	12839_D	12844_D	12886_D	12893_D	12906	12921	12930_D	12941	12993	12994_D	13017	13070	13179	13231	13400	13413	13414	13510_D	13532_D	13533	13563	13577_D	13578	13599	13629_D	13630	13634	13655	13671	13682	13710	13738_D	13739_D	13785	13856_D	13884	13967	14040	14069	14112_D	14134	14219	14246	14270	14271	14338	14345	14380	14402	14420	14446	14464	14498_D	14534_D	14666	14688_D	14720	14742	14766_D	14767_D	14782	14783_D	14800	14832	14835	14868_D	14909	14922	15016	15124	15127	15128	15190	15202	15212	15228	15229	15251	15284_D	15297	15318_D	15321	15359	15415_D	15474	15492	15495_D	15528	15555_D	15563	15582_D	15585	15596_D	15597	15598	15677	15678	15697_D	15765	15801	15803_D	15805	15822	15898	15903	15915	15923	15941_D	15956	15959_D	15998	15999	16036_D	16045_D	16085	16125	16159	16183	16212	16216	16217	16244	16245	16259	16288	16310	16327_D	16328	16342	16356	16359	16390	16404	16405	16427	16433_D	16439	16440	16443	16468	16479	16494	16506_D	16527	16544	16572	16124	16462	12674_D
5-8:LOH:100kb-1Mb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5-8:LOH:1Mb-10Mb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5-8:LOH:10Mb-40Mb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5-8:LOH:>40Mb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9+:LOH:0-100kb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9+:LOH:100kb-1Mb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9+:LOH:1Mb-10Mb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9+:LOH:10Mb-40Mb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9+:LOH:>40Mb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:het:0-100kb	2	0	0	0	0	0	2	1	0	0	2	2	0	1	1	4	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	2	1	3	0	2	2	1	0	0	0	0	1	0	1	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	3	0	0	1	1	0	1	0	1	2	0	0	0	1	0	0	1	1	1	1	0	0	0	0	3	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	3	0	2	2	1	0	0	0	0	2	1	1	2	0	0	0	0	0	1	1	1	0	1	2	0	1	1	0	0	0	0	0	0	2	0	0	1	1	0	2	1	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
2:het:100kb-1Mb	1	2	6	3	1	3	2	7	4	5	5	3	8	0	2	14	2	1	9	7	4	3	4	1	0	9	4	5	1	11	5	5	0	3	6	3	3	1	2	3	14	2	7	3	3	2	9	2	5	3	4	10	2	1	2	1	10	5	0	6	0	3	5	2	2	2	2	1	5	6	6	8	23	17	3	0	13	11	2	4	3	5	1	4	1	8	4	1	1	7	3	3	3	3	2	5	6	2	4	1	1	3	0	3	2	4	1	3	1	3	24	1	4	3	7	2	5	4	23	11	7	2	2	3	6	2	5	0	1	5	2	4	5	15	1	0	3	6	3	3	4	4	2	0	2	1	1	6	2	8	3	3	3	1	0	2	1	7	2	2	14	4	5	1	9	0	0	1	3	6	2	3	2	2	2	3	9	1	2	6	4	8	3
2:het:1Mb-10Mb	14	2	11	4	5	15	24	14	12	8	12	40	17	5	4	21	6	6	129	8	10	5	12	4	4	25	26	24	3	219	12	11	11	8	4	17	19	1	63	23	114	7	8	6	19	3	34	6	3	22	3	19	2	4	4	3	22	13	1	44	6	12	3	7	6	13	3	4	81	18	25	123	130	157	6	4	57	214	5	57	40	14	4	14	7	86	18	7	17	15	4	7	9	15	26	7	28	15	13	1	0	8	0	3	3	15	6	12	5	9	233	5	9	4	11	5	19	12	93	66	44	3	5	3	28	12	32	1	9	15	4	6	20	165	11	3	14	18	4	28	4	25	29	9	11	3	1	27	17	35	20	10	20	12	3	2	4	47	5	6	60	9	10	1	33	1	43	10	8	13	0	6	3	4	6	6	26	5	2	22	7	12	9
